Model	Marker1	Marker2	a	b	c	d	OR	Lower_CI	Upper_CI	chi_square	chi_pvalue
aa*bb_vs_other	rs2032088	rs213028	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs2032088	rs654498	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs2032088	rs13369115	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2032088	rs10033147	14	36	18	32	0.691358	0.29688	1.609998	0.413603	0.520146
aa*bb_vs_other	rs2032088	rs3936238	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs2032088	rs1520670	14	36	18	32	0.691358	0.29688	1.609998	0.413603	0.520146
aa*bb_vs_other	rs2032088	rs6991394	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs2032088	rs2208123	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
aa*bb_vs_other	rs2032088	rs10774834	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs2032088	rs5936512	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2032088	rs6626309	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2032088	rs5987737	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2032088	rs715359	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2032088	rs2385226	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
aa*bb_vs_other	rs2032088	rs11034952	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2032088	rs1414097	14	36	18	32	0.691358	0.29688	1.609998	0.413603	0.520146
aa*bb_vs_other	rs2032088	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2032088	rs10882854	4	46	3	47	1.362319	0.288806	6.426151	0	1
aa*bb_vs_other	rs2032088	rs10846239	14	36	18	32	0.691358	0.29688	1.609998	0.413603	0.520146
aa*bb_vs_other	rs2032088	rs6471533	14	36	18	32	0.691358	0.29688	1.609998	0.413603	0.520146
aa*bb_vs_other	rs2032088	rs5926356	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2032088	rs5381179	9	41	16	34	0.466463	0.183185	1.187804	1.92	0.165857
aa*bb_vs_other	rs2032088	rs4836002	13	37	18	32	0.624625	0.265366	1.470257	0.748013	0.387106
aa*bb_vs_other	rs2032088	rs4290825	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2032088	rs3745648	14	36	18	32	0.691358	0.29688	1.609998	0.413603	0.520146
aa*bb_vs_other	rs2032088	rs3200471	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2032088	rs2655294	14	36	18	32	0.691358	0.29688	1.609998	0.413603	0.520146
aa*bb_vs_other	rs2032088	rs2110117	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2032088	rs1564940	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs2032088	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs2032088	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs2032088	rs70591	6	44	5	45	1.227273	0.348998	4.315779	0	1
aa*bb_vs_other	rs2032088	rs615768	6	44	5	45	1.227273	0.348998	4.315779	0	1
aa*bb_vs_other	rs2032088	rs1160945	6	44	5	45	1.227273	0.348998	4.315779	0	1
aa*bb_vs_other	rs2032088	rs1706122	2	48	2	48	1	0.135279	7.392135	0.260417	0.609834
aa*bb_vs_other	rs2032088	rs2251299	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs2032088	rs2796476	9	41	11	39	0.77827	0.290924	2.082005	0.0625	0.802587
aa*bb_vs_other	rs2032088	rs3341653	6	44	10	40	0.545455	0.18175	1.636979	0.669643	0.413176
aa*bb_vs_other	rs2032088	rs3886830	9	41	6	44	1.609756	0.526708	4.919833	0.313726	0.575403
aa*bb_vs_other	rs2032088	rs4432007	8	42	4	46	2.190476	0.614507	7.808193	0.852273	0.35591
aa*bb_vs_other	rs2032088	rs4977184	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.6737
aa*bb_vs_other	rs2032088	rs5522361	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs2032088	rs6067538	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs2032088	rs6612715	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2032088	rs7157892	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2032088	rs7703069	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2032088	rs8248246	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2032088	rs8793423	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2032088	rs9338600	4	46	7	43	0.534162	0.146022	1.954008	0.40858	0.522691
aa*bb_vs_other	rs2032088	rs9883777	3	47	7	43	0.392097	0.095312	1.613028	1	0.317311
aa*bb_vs_other	rs2032088	rs10428954	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2032088	rs10974131	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2032088	rs11519308	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2032088	rs12064485	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2032088	rs12609662	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2032088	rs13154839	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2032088	rs13700016	13	37	17	33	0.682035	0.288256	1.613748	0.428571	0.512691
aa*bb_vs_other	rs2032088	rs14245193	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2032088	rs14790370	11	39	14	36	0.725275	0.29182	1.802559	0.213333	0.644167
aa*bb_vs_other	rs348937	rs1467387	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs4742386	6	44	7	43	0.837662	0.260337	2.695269	0	1
aa*bb_vs_other	rs348937	rs2857639	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs1495031	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs1510480	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs7746156	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs1945975	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs966367	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs877309	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs4331560	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs10796216	9	41	7	43	1.348432	0.459563	3.956514	0.074405	0.785028
aa*bb_vs_other	rs348937	rs1040870	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs348937	rs10936224	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs348937	rs213028	25	25	18	32	1.777778	0.798408	3.958496	1.468788	0.225537
aa*bb_vs_other	rs348937	rs654498	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs13369115	20	30	12	38	2.111111	0.892428	4.994004	2.251838	0.133456
aa*bb_vs_other	rs348937	rs10033147	9	41	7	43	1.348432	0.459563	3.956514	0.074405	0.785028
aa*bb_vs_other	rs348937	rs3936238	29	21	20	30	2.071429	0.933358	4.597181	2.561024	0.109528
aa*bb_vs_other	rs348937	rs1520670	9	41	7	43	1.348432	0.459563	3.956514	0.074405	0.785028
aa*bb_vs_other	rs348937	rs6991394	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs2208123	25	25	16	34	2.125	0.942812	4.789527	2.645721	0.103829
aa*bb_vs_other	rs348937	rs10774834	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs348937	rs5936512	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs348937	rs6626309	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs348937	rs5987737	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs715359	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs2385226	25	25	16	34	2.125	0.942812	4.789527	2.645721	0.103829
aa*bb_vs_other	rs348937	rs11034952	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs348937	rs1414097	7	43	5	45	1.465116	0.43194	4.969597	0.094697	0.758289
aa*bb_vs_other	rs348937	rs951295	15	35	9	41	1.952381	0.761517	5.005526	1.370614	0.241706
aa*bb_vs_other	rs348937	rs10882854	31	19	20	30	2.447368	1.0954	5.467969	4.001601	0.045457
aa*bb_vs_other	rs348937	rs10846239	9	41	7	43	1.348432	0.459563	3.956514	0.074405	0.785028
aa*bb_vs_other	rs348937	rs6471533	9	41	7	43	1.348432	0.459563	3.956514	0.074405	0.785028
aa*bb_vs_other	rs348937	rs5926356	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs348937	rs5381179	4	46	3	47	1.362319	0.288806	6.426151	0	1
aa*bb_vs_other	rs348937	rs4836002	6	44	7	43	0.837662	0.260337	2.695269	0	1
aa*bb_vs_other	rs348937	rs4290825	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs348937	rs3745648	9	41	7	43	1.348432	0.459563	3.956514	0.074405	0.785028
aa*bb_vs_other	rs348937	rs3200471	6	44	7	43	0.837662	0.260337	2.695269	0	1
aa*bb_vs_other	rs348937	rs2655294	9	41	7	43	1.348432	0.459563	3.956514	0.074405	0.785028
aa*bb_vs_other	rs348937	rs2110117	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs348937	rs1564940	28	22	19	31	2.076555	0.934265	4.615479	2.569249	0.108959
aa*bb_vs_other	rs348937	rs1019763	9	41	1	49	10.756098	1.307626	88.476082	5.444445	0.019631
aa*bb_vs_other	rs348937	rs474586	9	41	1	49	10.756098	1.307626	88.476082	5.444445	0.019631
aa*bb_vs_other	rs348937	rs70591	28	22	19	31	2.076555	0.934265	4.615479	2.569249	0.108959
aa*bb_vs_other	rs348937	rs615768	28	22	19	31	2.076555	0.934265	4.615479	2.569249	0.108959
aa*bb_vs_other	rs348937	rs1160945	27	23	19	31	1.915332	0.863086	4.250443	1.972625	0.16017
aa*bb_vs_other	rs348937	rs1706122	13	37	7	43	2.158301	0.77939	5.976805	1.5625	0.2113
aa*bb_vs_other	rs348937	rs2251299	21	29	14	36	1.862069	0.808249	4.289894	1.582418	0.208413
aa*bb_vs_other	rs348937	rs2796476	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs348937	rs3341653	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs348937	rs3886830	23	27	16	34	1.810185	0.802159	4.084936	1.513241	0.218645
aa*bb_vs_other	rs348937	rs4432007	13	37	10	40	1.405405	0.55018	3.590031	0.225861	0.63461
aa*bb_vs_other	rs348937	rs4977184	6	44	5	45	1.227273	0.348998	4.315779	0	1
aa*bb_vs_other	rs348937	rs5522361	11	39	9	41	1.2849	0.480306	3.437326	0.0625	0.802587
aa*bb_vs_other	rs348937	rs6067538	11	39	9	41	1.2849	0.480306	3.437326	0.0625	0.802587
aa*bb_vs_other	rs348937	rs6612715	11	39	9	41	1.2849	0.480306	3.437326	0.0625	0.802587
aa*bb_vs_other	rs348937	rs7157892	11	39	9	41	1.2849	0.480306	3.437326	0.0625	0.802587
aa*bb_vs_other	rs348937	rs7703069	11	39	9	41	1.2849	0.480306	3.437326	0.0625	0.802587
aa*bb_vs_other	rs348937	rs8248246	11	39	9	41	1.2849	0.480306	3.437326	0.0625	0.802587
aa*bb_vs_other	rs348937	rs8793423	11	39	9	41	1.2849	0.480306	3.437326	0.0625	0.802587
aa*bb_vs_other	rs348937	rs9338600	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs348937	rs9883777	5	45	2	48	2.666667	0.492282	14.445203	0.614439	0.433121
aa*bb_vs_other	rs348937	rs10428954	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs348937	rs10974131	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs348937	rs11519308	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs348937	rs12064485	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs348937	rs12609662	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs348937	rs13154839	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs348937	rs13700016	20	30	15	35	1.555556	0.679486	3.561152	0.703297	0.401678
aa*bb_vs_other	rs348937	rs14245193	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs348937	rs14790370	17	33	14	36	1.324675	0.565853	3.101095	0.187003	0.665423
aa*bb_vs_other	rs1467387	rs4742386	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs2857639	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs1495031	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs1510480	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs7746156	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs1945975	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs966367	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs1467387	rs877309	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs4331560	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs10796216	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs1040870	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs10936224	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs1467387	rs213028	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs1467387	rs654498	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs1467387	rs13369115	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1467387	rs10033147	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs3936238	2	48	3	47	0.652778	0.104309	4.085148	0	1
aa*bb_vs_other	rs1467387	rs1520670	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs6991394	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs1467387	rs2208123	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs1467387	rs10774834	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs1467387	rs5936512	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1467387	rs6626309	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1467387	rs5987737	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs715359	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs2385226	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs1467387	rs11034952	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1467387	rs1414097	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1467387	rs10882854	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs1467387	rs10846239	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs6471533	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs5926356	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs5381179	9	41	16	34	0.466463	0.183185	1.187804	1.92	0.165857
aa*bb_vs_other	rs1467387	rs4836002	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs4290825	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1467387	rs3745648	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs3200471	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs2655294	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1467387	rs2110117	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1467387	rs1564940	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs1467387	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs1467387	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs1467387	rs70591	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs1467387	rs615768	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs1467387	rs1160945	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs1467387	rs1706122	2	48	2	48	1	0.135279	7.392135	0.260417	0.609834
aa*bb_vs_other	rs1467387	rs2251299	3	47	5	45	0.574468	0.12965	2.545428	0.13587	0.712422
aa*bb_vs_other	rs1467387	rs2796476	9	41	11	39	0.77827	0.290924	2.082005	0.0625	0.802587
aa*bb_vs_other	rs1467387	rs3341653	6	44	10	40	0.545455	0.18175	1.636979	0.669643	0.413176
aa*bb_vs_other	rs1467387	rs3886830	7	43	6	44	1.193798	0.37102	3.841176	0	1
aa*bb_vs_other	rs1467387	rs4432007	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs1467387	rs4977184	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs1467387	rs5522361	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1467387	rs6067538	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1467387	rs6612715	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1467387	rs7157892	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1467387	rs7703069	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1467387	rs8248246	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1467387	rs8793423	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1467387	rs9338600	4	46	7	43	0.534162	0.146022	1.954008	0.40858	0.522691
aa*bb_vs_other	rs1467387	rs9883777	3	47	7	43	0.392097	0.095312	1.613028	1	0.317311
aa*bb_vs_other	rs1467387	rs10428954	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1467387	rs10974131	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1467387	rs11519308	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1467387	rs12064485	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1467387	rs12609662	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1467387	rs13154839	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1467387	rs13700016	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs1467387	rs14245193	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1467387	rs14790370	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs4742386	rs2857639	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs4742386	rs1495031	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs4742386	rs1510480	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs4742386	rs7746156	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs4742386	rs1945975	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs4742386	rs966367	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs4742386	rs877309	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs4742386	rs4331560	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs4742386	rs10796216	16	34	29	21	0.340771	0.150445	0.771875	5.818182	0.015861
aa*bb_vs_other	rs4742386	rs1040870	11	39	19	31	0.460189	0.190938	1.109123	2.333333	0.12663
aa*bb_vs_other	rs4742386	rs10936224	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs4742386	rs213028	6	44	10	40	0.545455	0.18175	1.636979	0.669643	0.413176
aa*bb_vs_other	rs4742386	rs654498	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs4742386	rs13369115	1	49	2	48	0.489796	0.042979	5.581791	0	1
aa*bb_vs_other	rs4742386	rs10033147	16	34	29	21	0.340771	0.150445	0.771875	5.818182	0.015861
aa*bb_vs_other	rs4742386	rs3936238	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*bb_vs_other	rs4742386	rs1520670	16	34	29	21	0.340771	0.150445	0.771875	5.818182	0.015861
aa*bb_vs_other	rs4742386	rs6991394	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs4742386	rs2208123	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs4742386	rs10774834	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs4742386	rs5936512	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs4742386	rs6626309	1	49	2	48	0.489796	0.042979	5.581791	0	1
aa*bb_vs_other	rs4742386	rs5987737	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs4742386	rs715359	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs4742386	rs2385226	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs4742386	rs11034952	1	49	2	48	0.489796	0.042979	5.581791	0	1
aa*bb_vs_other	rs4742386	rs1414097	12	38	21	29	0.43609	0.184856	1.028772	2.894618	0.088876
aa*bb_vs_other	rs4742386	rs951295	1	50	1	49	0.98	0.059611	16.11124	0.490147	0.483862
aa*bb_vs_other	rs4742386	rs10882854	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs4742386	rs10846239	16	34	29	21	0.340771	0.150445	0.771875	5.818182	0.015861
aa*bb_vs_other	rs4742386	rs6471533	16	34	29	21	0.340771	0.150445	0.771875	5.818182	0.015861
aa*bb_vs_other	rs4742386	rs5926356	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs4742386	rs5381179	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs4742386	rs4836002	16	34	29	21	0.340771	0.150445	0.771875	5.818182	0.015861
aa*bb_vs_other	rs4742386	rs4290825	1	49	2	48	0.489796	0.042979	5.581791	0	1
aa*bb_vs_other	rs4742386	rs3745648	16	34	29	21	0.340771	0.150445	0.771875	5.818182	0.015861
aa*bb_vs_other	rs4742386	rs3200471	16	34	29	21	0.340771	0.150445	0.771875	5.818182	0.015861
aa*bb_vs_other	rs4742386	rs2655294	16	34	29	21	0.340771	0.150445	0.771875	5.818182	0.015861
aa*bb_vs_other	rs4742386	rs2110117	1	49	2	48	0.489796	0.042979	5.581791	0	1
aa*bb_vs_other	rs4742386	rs1564940	6	44	9	41	0.621212	0.203259	1.898586	0.313726	0.575403
aa*bb_vs_other	rs4742386	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs4742386	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs4742386	rs70591	6	44	10	40	0.545455	0.18175	1.636979	0.669643	0.413176
aa*bb_vs_other	rs4742386	rs615768	6	44	10	40	0.545455	0.18175	1.636979	0.669643	0.413176
aa*bb_vs_other	rs4742386	rs1160945	5	45	10	40	0.444444	0.140034	1.410594	1.254902	0.262618
aa*bb_vs_other	rs4742386	rs1706122	2	48	5	45	0.375	0.069227	2.031357	0.614439	0.433121
aa*bb_vs_other	rs4742386	rs2251299	5	45	10	40	0.444444	0.140034	1.410594	1.254902	0.262618
aa*bb_vs_other	rs4742386	rs2796476	14	36	18	32	0.691358	0.29688	1.609998	0.413603	0.520146
aa*bb_vs_other	rs4742386	rs3341653	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs4742386	rs3886830	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.63461
aa*bb_vs_other	rs4742386	rs4432007	8	42	9	41	0.867725	0.305145	2.467504	0	1
aa*bb_vs_other	rs4742386	rs4977184	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs4742386	rs5522361	7	43	9	41	0.741602	0.252748	2.175978	0.074405	0.785028
aa*bb_vs_other	rs4742386	rs6067538	7	43	9	41	0.741602	0.252748	2.175978	0.074405	0.785028
aa*bb_vs_other	rs4742386	rs6612715	7	43	8	42	0.854651	0.284514	2.567288	0	1
aa*bb_vs_other	rs4742386	rs7157892	7	43	8	42	0.854651	0.284514	2.567288	0	1
aa*bb_vs_other	rs4742386	rs7703069	7	43	8	42	0.854651	0.284514	2.567288	0	1
